ALFETTA 1.8, 2.0;;;411421;;460785;460762;A;tyhja
GIULIA 2.0 TB 200Hk (147kW);2017-;55273835;421898;A;460785;460766;A;tyhja
GIULIA 2.2 D;2016-;952A;421889;A;460785;460766;A;tyhja
GIULIA Q4 2.0 AWD 280HK (206kW);2016-;55273835;422818;;460785;460766+460803;A;tyhja
GIULIA Q4 2.2 D AWD 210Hk (154KW);2017-;55268818;422817;A;460785+460803;460766;A;tyhja
GIULIETTA 1.4 TB;2010-;198A4000;413859;F;460785;460766;A;tyhja
GIULIETTA 1.4 TB MULTIAIR;2010-;940A2000;413859;F;460785;460766;A;tyhja
GIULIETTA 1.6 JTDm;2010-;940A3000;413887;H;460785;460766;A;tyhja
GIULIETTA 2.0;-1986;;411421;;460785;460760;A;tyhja
GIULIETTA 2.0 JTDm;2010-;940A4000;413887+460372;H;460785;460766;A;tyhja
GIULIETTA QV 1750 TBI;2015-;940B2000;421865;H;460785;460766;A;tyhja
GTV 2.0;-1986;;411421;;460785;460760;A;tyhja
MITO 0.9 TWIN AIR TURBO;2013-;312A2000;413723;;460785;460766;A;tyhja
MITO 1.3 JTDm;2009-;199A3000;413843;F;460785;460762;A;tyhja
MITO 1.4 MULTIAIR;2010-;955A6000;411702+460467;H;460785;460766;A;tyhja
MITO 1.4 T-JET 120;2009-;198A4000;413859;F;460785;460762;A;tyhja
MITO 1.4 T-JET 155;2009-;199A8000;413859;F;460785;460762;A;tyhja
MITO 1.6 JTDm;2009-;955A3000;413887+460372;H;460785;460766;A;tyhja
MITO QV 1.4 MULTIAIR;2010-;940A2000;413859;F;460785;460762;A;tyhja
STELVIO Q4 2.0 AWD 200Hk (147kW);2017-;55273835;422818;;460785+460803;460766;A;tyhja
STELVIO Q4 2.0 AWD 280Hk (206kW);2017-;55273835;422818;;460785;460766+460803;A;tyhja
STELVIO Q4 2.2 D AWD 180Hk (132kW);2017-;55271838;422817;A;460785+460803;460766;A;tyhja
STELVIO Q4 2.2 D AWD 210Hk (154kW);2017-;55268818;422817;A;460785+460803;460766;A;tyhja
100 2.0 E;1991-1996;;411393;A3;460785;460760;A;tyhja
100 2.3 E;1991-;;411393;A3;460785;460760;A;tyhja
100 2.5 TDI Automat;1994-;;411540;A1;460785;460760;A;tyhja
100 2.5 TDI Manual;1994-;;411393;A3;460785;460760;A;tyhja
100 2.6 E;1991-;ABC;411107;C2;460785;460760;A;tyhja
100 2.8 E;1991-;AAH;411107;C2;460785;460760;A;tyhja
100 4 CYL.;-1991;;411107;A2;460785;460760;A;tyhja
100 5 CYL.Bens.;-1991;;411393;A3;460785;460760;A;tyhja
100 5E, 5S;-1985;;411393;A2-3;460785;460760;A;tyhja
100 D, TD;-1991;;411393;A5;460785;460760;A;tyhja
100 S4;;;411393;A2;460785;460762;A;tyhja
100 TDI;-1994;;411393;A3;460785;460760;A;tyhja
100 TURBO;;;411393+460372;A5;460785;460760;A;tyhja
200 5E;-1985;;411393;A2-3;460785;460760;A;tyhja
200 TURBO;;;411393+460372;A5;460785;460760;A;tyhja
50;;;411107;C2;460785;460760;A;tyhja
60;-1973;;411107;B;460785;460760;A;tyhja
75;-1973;;411107;B;460785;460760;A;tyhja
80;-1973;;411107;B;460785;460760;A;tyhja
80 1.9 TD;1991-1996;;411423;C;460785;460766;B;tyhja
80 1.9 TDI;1991-1996;1Z;411715;C;460785;460766;B;tyhja
80 2.0 E;1991-1995;;411393;A3;460785;460760;A;tyhja
80 2.8 E V6;1991-1996;;411107;C2;460785;460760;A;tyhja
80 4 CYL.;-1986;;411107;A2;460785;460760;A;tyhja
80 4 CYL.;1986-1991;;411107;A1;460785;460760;A;tyhja
80 5 CYL.;-1991;;411393;A3;460785;460760;A;tyhja
80 D,TD;-1991;;411107;A2;460785;460760;A;tyhja
90;1987-;;411393;A3;460785;460760;A;tyhja
A1 (8X) 1.2 TFSI;2011-;CBZ*;414816;F;460785;460766+460803;A;tyhja
A1 (8X) 1.4 TFSI;2011-;CAX*;413852+460372;F;460785;460766+460803;A;tyhja
A1 (8X) 1.6 TDI;2011-;CAY*;412712;H;460785;460766+460803;B;tyhja
A1 1.0 TFSI Manual 95Hk;2015-;CHZ*;421822;F;460785;460766+460803;A;414883
A1 1.0 TFSI S tronic 95Hk (70kW);2015-;CHZ*;421822;F;460785;460766+460803;A;tyhja
A1 1.4 TDI 90Hk;2015-;CUS*;420854;F;460785;460766+460803;A;tyhja
A1 1.4 TFSI;2012-;CAV*;413852+460372;F;460785;460766+460803;A;tyhja
A1 1.4 TFSI;2013-;CTH*;414854;F;460785;460766+460803;A;tyhja
A1 1.4 TFSI;2013-;CPT*;414899;F;460785;460766+460803;A;tyhja
A1 1.4 TFSI Manual 125Hk;2015-;CZC*;414899;F;460785;460766+460803;A;tyhja
A1 1.4 TFSI S tronic 125Hk (92kW);2015-;CZC*;414899;F;460785;460766+460803;A;tyhja
A1 1.6 TDI Manual 116Hk (85KW);2015-;CXM*;420803;H;460785;460766+460803;A;tyhja
A1 1.6 TDI S tronic 116Hk (85KW);2015-;CXM*;420803;H;460785;460766+460803;A;tyhja
A2 1.2 TDI 3L;2001-;ANY;411878;H;460785;460762;A;tyhja
A2 1.4;2002-;BBY;411860;H;460785;460760;A;tyhja
A2 1.4 16V;2001-;AUA;411860;H;460785;460762;A;tyhja
A2 1.4 TDI;2001-;AMF;411761;H;460785;460762;B;tyhja
A2 1.4 TDI;2004-;BHC;411761;H;460785;460762;A;tyhja
A2 1.6 FSI;2003-;BAD;411884;F;460785;460762;A;tyhja
A3 (8P) 1.2 TFSI;2010-;CBZ*;414816;F;460785;460766+460803;A;tyhja
A3 (8P) 1.6 TDI;2010-;CAY*;412711;H;460785;460766+460803;B;tyhja
A3 (8P) 1.8 TFSI;2009-;CDA*;411707;H;460785;460766+460803;A;tyhja
A3 (8P) 2.0 TDI;2009-;CBA*;411795;H;460785;460766+460803;A;tyhja
A3 (8P) 2.0 TDI;2009-;CBB*;411795;H;460785;460766+460803;A;tyhja
A3 (8P) 2.0 TDI;2010-;CFF*;412711;H;460785;460766+460803;B;tyhja
A3 1.0 TFSI Sedan Manual 116Hk (85 k;2017-;CHZ*;421822;F;460785;460766+460803;A;tyhja
A3 1.0 TFSI Sportback Manual 116Hk;2017-;CHZ*;421822;F;460785;460766+460803;A;tyhja
A3 1.0 TFSI Sportback S tronic 116Hk;2017-;CHZ*;421822;F;460785;460766+460803;A;tyhja
A3 1.2 TFSI;2014-;CJZ*;420810;F;460785;460766+460803;A;tyhja
A3 1.2 TFSI S tronic 110Hk (81kW);2015-;CYV*;420810;F;460785;460766+460803;A;tyhja
A3 1.2 TFSI Sportback Manual 110Hk;2015-;CYV*;420810;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2008-;CAX*;413852;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2013-;CPT*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2013-;CMB*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2013-;CXS*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2014-;CZC*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI;2014-2016;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Cabriolet Manual 150Hk (11;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Cabriolet S tronic 150Hk (11;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI g-tron;2014-;CPW*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sedan Manual 150Hk (110k;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sedan S tronic 150Hk (110k;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sportback e-tron S tronic 20;2015-2016;CUK*;420891;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sportback e-tron S tronic 20;2017-;CUK*;420891;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sportback Manual 150Hk (1;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.4 TFSI Sportback S tronic 150Hk (1;2017-;CZE*;414899;F;460785;460766+460803;A;tyhja
A3 1.5 TFSI Cabriolet Manual 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.5 TFSI Cabriolet S tronic 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.5 TFSI Sedan Manual 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.5 TFSI Sedan S tronic 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.5 TFSI Sportback Manual 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.5 TFSI Sportback S tronic 150Hk;2018-;DAD*;422810;H;460785;460766+460803;A;tyhja
A3 1.6;1996-;AEH/AKL;411865;F;460785;460762;A;tyhja
A3 1.6;2001-;AVU;411865;F;460785;460762;A;tyhja
A3 1.6;2001-;APF;411865;F;460785;460762;A;tyhja
A3 1.6;2003-;BFQ;411865;F;460785;460766;A;tyhja
A3 1.6;2004-;BGU;411865;F;460785;460766+460803;A;tyhja
A3 1.6;2006-;BSE;411865;F;460785;460766+460803;A;tyhja
A3 1.6;2008-;CCS*;411865;F;460785;460766+460803;A;tyhja
A3 1.6 FSI;2004-;BAG;412814;F;460785;460766+460803;A;tyhja
A3 1.6 FSI;2005-;BLP;412814;F;460785;460766+460803;A;tyhja
A3 1.6 FSI;2006-;BLF;412814;F;460785;460766+460803;A;tyhja
A3 1.6 FSI Sportback;2005-;BLP;412814;F;460785;460766+460803;A;tyhja
A3 1.6 FSI Sportback;2006-;BLF;412814;F;460785;460766+460803;A;tyhja
A3 1.6 Sportback;2005-;BGU;411865;F;460785;460766+460803;A;tyhja
A3 1.6 Sportback;2006-;BSE;411865;F;460785;460766+460803;A;tyhja
A3 1.6 TDI;2013-;CLH*;412743;H;460785;460766+460803;A;420803
A3 1.6 TDI;2014-;CRK*;412743;H;460785;460766+460803;A;420803
A3 1.6 TDI Manual 116Hk;2018-;DDY*;420803;H;460785;460766+460803;A;412743
A3 1.6 TDI S tronic 116Hk;2018-;DDY*;420803;H;460785;460766+460803;A;412743
A3 1.6 TDI Sportback Manual 110Hk;2016-;DBK*;420803;H;460785;460766+460803;A;tyhja
A3 1.6 TDI Sportback Quattro Manual 11;2016-;CXX*;420803;H;460785;460766+460803;A;412743
A3 1.6 TDI Sportback S tronic 110Hk;2016-;CXX*;420803;H;460785;460766+460803;A;412743
A3 1.6.TDI Sportback Manual 110Hk;2016-;CXX*;420803;H;460785;460766+460803;A;412743
A3 1.8;1996-;AGN;411761;H;460785;460762;A;tyhja
A3 1.8;2001-;APG;411761;H;460785;460762;A;tyhja
A3 1.8 T;1998-;AJQ/AGU;411761;H;460785;460762;A;tyhja
A3 1.8 T;1998-;APP/AQA;411761;H;460785;460762;A;tyhja
A3 1.8 T;2001-;AUM;411877;F;460785;460762;A;tyhja
A3 1.8 T;2001-;ARX;411761;H;460785;460762;A;tyhja
A3 1.8 TFSI;2008-;BZB;411707;H;460785;460766+460803;A;tyhja
A3 1.8 TFSI  Quattro Automat;2013-;CJS*;412746;;460785;460766+460803;A;tyhja
A3 1.8 TFSI Cabriolet Quattro Automat;2014-;CJS*;412746;;460785;460766+460803;A;tyhja
A3 1.8 TFSI S tronic;2013-;CJS*;412741;F;460785;460766+460803;A;412746
A3 1.8 TFSI Sportback;2007-;BYT;411707;H;460785;460766+460803;A;tyhja
A3 1.8 Ts;2001-;AUQ;411761;H;460785;460762;A;tyhja
A3 1.8 Ts;2001-;ARY;411761;H;460785;460762;A;tyhja
A3 1.9 TD;1996-;AGR;411761;H;460785;460762;A;tyhja
A3 1.9 TDI;1997-;AHF;411761;H;460785;460762;A;tyhja
A3 1.9 TDI;2001-;ASV;411761;H;460785;460762;A;tyhja
A3 1.9 TDI;2001-;ALH;411707;H;460785;460762;A;411701
A3 1.9 TDI;2002-;ATD;411707;H;460785;460762;A;411701
A3 1.9 TDI;2004-;BKC;411707;H;460785;460762;A;tyhja
A3 1.9 TDI Automat;2007-;BLS;411779;H;460785;460766+460803;A;tyhja
A3 1.9 TDI Manual;2008-;BLS;411794;H;460785;460766+460803;A;tyhja
A3 1.9 TDI Sportback;2005-;BKC;413850;F;460785;460766+460803;A;tyhja
A3 1.9 TDI Sportback;2006-2007;BLS;413803;F;460785;460766+460803;A;tyhja
A3 1.9 TDIs;2001-;ASZ;411761;H;460785;460762;A;tyhja
A3 2.0 FSI;2004-;AXW;412809;H;460785;460766+460803;A;tyhja
A3 2.0 FSI;2006-;BLR;412809;H;460785;460766+460803;A;tyhja
A3 2.0 FSI Sportback;2005-;BLX;412809;H;460785;460766+460803;A;tyhja
A3 2.0 FSI Sportback;2006-;BVY;412809;H;460785;460766+460803;A;tyhja
A3 2.0 TDI;2004-;BKD;413850;F;460785;460766+460803;A;tyhja
A3 2.0 TDI;2007-;BMN;411785;H;460785;460766+460803;A;tyhja
A3 2.0 TDI;2013-;CRB*;412743;H;460785;460766+460803;A;420803
A3 2.0 TDI;2014-;CUN*;412743;H;460785;460766+460803;A;420803
A3 2.0 TDI Automat;2008-;BMM;411779;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Automat;2011-;CFF*;414833;F;460785;460766+460803;A;tyhja
A3 2.0 TDI Automat;2011-;CFG*;414833;F;460785;460766+460803;A;tyhja
A3 2.0 TDI Cabriolet Manual 150Hk;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Cabriolet Quattro Manual 150;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Cabriolet S tronic 150Hk;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Manual;2006-;BMM;411761;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Manual;2011-;CFG*;412711;H;460785;460766+460803;B;tyhja
A3 2.0 TDI Quattro S tronic 184Hk;2018-;DGC*;420803;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Sedan Manual 150Hk;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sedan Quattro Manual 150Hk;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sedan S tronic 150Hk;2015-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback;2005-;BKD;413850;F;460785;460766+460803;A;tyhja
A3 2.0 TDI Sportback Manual 150Hk;2015-2016;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback Manual 150Hk;2018-;DCY*;420803;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Sportback Manual 150Hk (11;2017-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback Quattro Manual 15;2015-2016;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback Quattro Manual 15;2018-;DCY*;420803;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Sportback Quattro Manual 15;2017-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback Quattro S tronic 15;2017-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback S tronic 150Hk;2015-2016;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TDI Sportback S tronic 150Hk;2018-;DCY*;420803;H;460785;460766+460803;A;tyhja
A3 2.0 TDI Sportback S tronic 150Hk (11;2017-;CRL*;420803;H;460785;460766+460803;A;412743
A3 2.0 TFSI;2005-;AXX;412857;F;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sedan Quattro S tronic 190;2017-;CZP*;412746;;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sportback;2005-;AXX;412857;F;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sportback;2006-;BWA;412857;F;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sportback;2009-;CCZ*;411707;H;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sportback Quattro S tronic 1;2017-;CZP*;412746;;460785;460766+460803;A;tyhja
A3 2.0 TFSI Sportback S tronic 190Hk;2017-;CZP*;412746;;460785;460766+460803;A;tyhja
A3 3.2 V6;2004-;BDB;411758;H;460785;460766+460803;B;tyhja
A3 3.2 V6 Sportback;2005-;BDB;411758;H;460785;460766+460803;B;tyhja
A3 3.2 V6 Sportback;2005-;BMJ;411758;H;460785;460766+460803;B;tyhja
A3 3.2 V6 Sportback;2006-;BUB;411758;H;460785;460766+460803;B;tyhja
A4 1.4 TFSI Manual 150Hk (110KW);2016-;CVN*;421840;A;460785;460766+460803;A;tyhja
A4 1.4 TFSI S tronic 150Hk (110KW);2016-;CVN*;421840;A;460785;460766+460803;A;tyhja
A4 1.6;1994-1996;ADP;411759;C;460785;460762;B;tyhja
A4 1.6;1996-;AHL;411865;A;460785;460762;A;tyhja
A4 1.6;2000-;ARM;411865;A;460785;460762;A;tyhja
A4 1.6;2001-;ALZ;411865;A;460785;460762;A;tyhja
A4 1.6 (B7);2005-;ALZ;411865;A;460785;460766+460803;A;tyhja
A4 1.8;1994-1997;ADR;411759;C;460785;460762;B;tyhja
A4 1.8;1998-;APT;411759;C;460785;460762;B;tyhja
A4 1.8;2001-;AVV;411759;C;460785;460762;B;tyhja
A4 1.8 T;1995-;AEB/AJL;411759;C;460785;460762;B;tyhja
A4 1.8 T;1999-;APU;411759;C;460785;460762;B;tyhja
A4 1.8 T;2000-;ANB;411759;C;460785;460762;B;tyhja
A4 1.8 T;2001-;AWT;411769;;460785;460762;A;tyhja
A4 1.8 T;2001-;AVJ;411883;A;460785;460766;A;tyhja
A4 1.8 T;2003-;BEX;411883;A;460785;460766;A;tyhja
A4 1.8 T;2003-;BFB;411883;A;460785;460766;A;tyhja
A4 1.8 T (B7);2005-;BFB;411883;A;460785;460766+460803;A;tyhja
A4 1.8 TFSI;2008-2009;CDH*;411799;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI;2008-;CAB*;411799;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI;2010-;CDH*;411799;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI Automat;2009-;CDH*;411799;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI Automat;2012-2013;CJE*;412734;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI Automat;2013-2013;CDH*;412738;;460785;460766+460803;A;tyhja
A4 1.8 TFSI Automat;2014-;CJE*;412734;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI Manual;2012-;CJE*;412734;C;460785;460766+460803;A;tyhja
A4 1.8 TFSI Manual;2014-;CDH*;412738;C;460785;460766+460803;A;tyhja
A4 1.9 TDI;1994-;1Z;411781;C;460785;460766;A;tyhja
A4 1.9 TDI;1996-;AFN;411781;C;460785;460766;A;tyhja
A4 1.9 TDI;1997-;AHU;411781;C;460785;460766;A;tyhja
A4 1.9 TDI;2000-;AVG;411781;C;460785;460766;A;tyhja
A4 1.9 TDI;2000-;AJM/ATJ;411707;C;460785;460766;A;411701
A4 1.9 TDI;2001-;AHH;411781;C;460785;460766;A;tyhja
A4 1.9 TDI;2001-;AWX;411761;C;460785;460766;A;tyhja
A4 1.9 TDI;2002-;AVB;411761;C;460785;460766;A;tyhja
A4 1.9 TDI;2002-;AVF;411770;C;460785;460766;A;tyhja
A4 1.9 TDI;2005-;BKE;411883;A;460785;460766;A;tyhja
A4 1.9 TDI (B7);2005-;BKE;412861;C;460785;460766+460803;A;tyhja
A4 1.9 TDI (B7);2006-;BRB;412861;C;460785;460766+460803;A;tyhja
A4 2.0;2001-2003;ALT;411761;C;460785;460766;A;tyhja
A4 2.0;2004-;ALT;412863;C;460785;460766+460803;A;tyhja
A4 2.0 (B7);2005-;ALT;412863;C;460785;460766+460803;A;tyhja
A4 2.0 FSI;2003-;AWA;411885;A;460785;460766;A;tyhja
A4 2.0 FSI (B7);2006-;BWE;411777;C;460785;460766+460803;A;tyhja
A4 2.0 T Etanol;2010-2012;CFK*;412708;;460785;460766+460803;B;tyhja
A4 2.0 TDI;2007-;BRD;411761;C;460785;460766+460803;A;tyhja
A4 2.0 TDI;2008-2009;CAG*;411796;C;460785;460766+460803;B;tyhja
A4 2.0 TDI;2010-;CAG*;411796;C;460785;460766+460803;B;tyhja
A4 2.0 TDI (B7);2005-;BLB;412861;C;460785;460766+460803;A;tyhja
A4 2.0 TDI (B7);2006-;BRE;412861;C;460785;460766+460803;A;tyhja
A4 2.0 TDI (B7);2006-;BPW;412861;C;460785;460766+460803;A;tyhja
A4 2.0 TDI Allroad;2010-;CAH*;411796;C;460785;460766+460803;B;tyhja
A4 2.0 TDI Allroad Automat;2013-;CGL*;414823;A;460785;460766+460803;A;tyhja
A4 2.0 TDI Allroad Automat;2014-;CNH*;412772;C;460785;460766+460803;B;420847
A4 2.0 TDI Allroad Manual;2014-;CNH*;412772;;460785;460766+460803;B;420847
A4 2.0 TDI Allroad Quattro Manual 190H;2017-;DET*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI Allroad Quattro S tronic 190H;2017-;DET*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI Automat;2009-;CAG*;411796;C;460785;460766+460803;B;414823
A4 2.0 TDI Automat;2012-;CJC*;414823;A;460785;460766+460803;A;tyhja
A4 2.0 TDI Automat;2014-;CSU*;412772;;460785;460766+460803;B;420847
A4 2.0 TDI Automat;2014-;CNH*;412772;;460785;460766+460803;B;420847
A4 2.0 TDI Manual;2009-;CAH*;411796;C;460785;460766+460803;B;414823
A4 2.0 TDI Manual;2011-;CJC*;414823;A;460785;460766+460803;A;tyhja
A4 2.0 TDI Manual;2013-;CGL*;414823;A;460785;460766+460803;A;tyhja
A4 2.0 TDI Manual;2014-;CNH*;412772;;460785;460766+460803;B;420847
A4 2.0 TDI Manual;2014-;CSU*;412772;;460785;460766+460803;B;420847
A4 2.0 TDI Manual 150Hk (110KW);2016-;DEU*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI Manual 190Hk;2016-;DET*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI Quattro S tronic 190Hk (140K;2016-;DET*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI S tronic 150Hk (110KW);2016-;DEU*;413717;A;460785;460766+460803;C;421836
A4 2.0 TDI S tronic 190Hk (140KW);2016-;DET*;413717;A;460785;460766+460803;C;421836
A4 2.0 TFSI;2009-;CDN*;412708;;460785;460766+460803;B;tyhja
A4 2.0 TFSI (B7);2005-;BGB;412863;C;460785;460766+460803;A;tyhja
A4 2.0 TFSI (B7);2006-;BUL;411777;C;460785;460766+460803;A;tyhja
A4 2.0 TFSI Allroad;2010-2011;CDN*;412708;;460785;460766+460803;B;tyhja
A4 2.0 TFSI Allroad Automat;2012-;CDN*;412733;;460785;460766+460803;B;tyhja
A4 2.0 TFSI Allroad Quattro 252Hk (185k;2018-;DDW*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI Allroad Quattro S tronic 252;2017-;CYR*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI Automat;2013-2013;CNC*;412734;C;460785;460766+460803;B;tyhja
A4 2.0 TFSI Automat;2014-;CNC*;412734;C;460785;460766+460803;A;tyhja
A4 2.0 TFSI FlexFuel;2013-;CFK*;412725;C;460785;460766+460803;B;tyhja
A4 2.0 TFSI g-tron Manual 170Hk (125k;2018-;CVL*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI g-tron S tronic 170Hk (125k;2018-;CVL*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI Manual;2014-;CNC*;412734;C;460785;460766+460803;A;tyhja
A4 2.0 TFSI Manual 190Hk;2018-;DEM*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI Manual 190Hk (140KW);2016-;CVK*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI S tronic  252Hk (185KW);2016-;CYR*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI S tronic 190Hk;2018-;DEM*;413721;A;460785;460766+460803;A;tyhja
A4 2.0 TFSI S tronic 190Hk (140KW);2016-;CVK*;413721;A;460785;460766+460803;A;tyhja
A4 2.4 V6;1994-;AGA;411384;C;460785;460762;A;tyhja
A4 2.4 V6;1999-;APS;411384;C;460785;460762;A;tyhja
A4 2.4 V6;2001-;AML;411384;C;460785;460762;A;tyhja
A4 2.4 V6;2002-;BDV;411384;C;460785;460766;A;tyhja
A4 2.5 TDI;1994-1998;;411715;;460785;460762;A;tyhja
A4 2.5 TDI V6;1998-;AFB;412820;;460785;460766;A;tyhja
A4 2.5 TDI V6;2001-;AKE;412820;;460785;460766;A;tyhja
